date,rider_type,rides,season,year,holiday,workingday,day_of_week,weather_type,temp,feels_like,humidity,wind_speed
2011-01-16,registered,953,W,2011,N,weekend,0,1,2.888349,-0.5416779999999992,0.48375,12.625010999999999
2011-01-17,casual,117,W,2011,Y,weekend,1,2,0.264151,-4.333113999999998,0.5375,12.999139
2011-01-17,registered,883,W,2011,Y,weekend,1,2,0.264151,-4.333113999999998,0.5375,12.999139
2011-01-18,casual,9,W,2011,N,workday,2,2,2.1833489999999998,-0.6660219999999999,0.861667,9.833924999999999
2011-01-18,registered,674,W,2011,N,workday,2,2,2.1833489999999998,-0.6660219999999999,0.861667,9.833924999999999
2011-01-19,casual,78,W,2011,N,workday,3,2,5.732177999999999,3.695852000000002,0.741739,13.957239
2011-01-19,registered,1572,W,2011,N,workday,3,2,5.732177999999999,3.695852000000002,0.741739,13.957239
2011-01-20,casual,83,W,2011,N,workday,4,2,4.298349,0.8333000000000013,0.538333,13.125568
2011-01-20,registered,1844,W,2011,N,workday,4,2,4.298349,0.8333000000000013,0.538333,13.125568
2011-01-21,casual,75,W,2011,N,workday,5,1,0.34249999999999936,-5.583022,0.457083,23.667214
2011-01-21,registered,1468,W,2011,N,workday,5,1,0.34249999999999936,-5.583022,0.457083,23.667214
2011-01-22,casual,93,W,2011,N,weekend,6,1,-5.2208711999999995,-10.7814064,0.4,11.52199
2011-01-22,registered,888,W,2011,N,weekend,6,1,-5.2208711999999995,-10.7814064,0.4,11.52199
2011-01-23,casual,150,W,2011,N,weekend,0,1,-3.4634801,-9.4766194,0.436522,16.5222
2011-01-23,registered,836,W,2011,N,weekend,0,1,-3.4634801,-9.4766194,0.436522,16.5222
2011-01-24,casual,86,W,2011,N,workday,1,1,-3.4226089,-8.21662,0.491739,10.60811
2011-01-24,registered,1330,W,2011,N,workday,1,1,-3.4226089,-8.21662,0.491739,10.60811
2011-01-25,casual,186,W,2011,N,workday,2,2,2.5034660000000013,-0.5212839999999996,0.616957,8.696332
2011-01-25,registered,1799,W,2011,N,workday,2,2,2.5034660000000013,-0.5212839999999996,0.616957,8.696332
2011-01-26,casual,34,W,2011,N,workday,3,3,2.2225,-2.5624000000000002,0.8625,19.68795
2011-01-26,registered,472,W,2011,N,workday,3,3,2.2225,-2.5624000000000002,0.8625,19.68795
2011-01-27,casual,15,W,2011,N,workday,4,1,1.165000000000001,-1.4998000000000005,0.6875,7.627078999999999
2011-01-27,registered,416,W,2011,N,workday,4,1,1.165000000000001,-1.4998000000000005,0.6875,7.627078999999999
2011-01-28,casual,38,W,2011,N,workday,5,2,1.563466,-1.2610780000000013,0.793043,8.2611
2011-01-28,registered,1129,W,2011,N,workday,5,2,1.563466,-1.2610780000000013,0.793043,8.2611
2011-01-29,casual,123,W,2011,N,weekend,6,1,1.2365340000000007,-1.9996840000000002,0.651739,9.739455
2011-01-29,registered,975,W,2011,N,weekend,6,1,1.2365340000000007,-1.9996840000000002,0.651739,9.739455
2011-01-30,casual,140,W,2011,N,weekend,0,1,2.176534,0.5212520000000005,0.722174,4.956834199999999
2011-01-30,registered,956,W,2011,N,weekend,0,1,2.176534,0.5212520000000005,0.722174,4.956834199999999
2011-01-31,casual,42,W,2011,N,workday,1,2,0.49915099999999946,-3.7074999999999996,0.60375,12.541864
2011-01-31,registered,1459,W,2011,N,workday,1,2,0.49915099999999946,-3.7074999999999996,0.60375,12.541864
2011-02-01,casual,47,W,2011,N,workday,2,2,1.032178,-0.52102,0.829565,3.565271
2011-02-01,registered,1313,W,2011,N,workday,2,2,1.032178,-0.52102,0.829565,3.565271
2011-02-02,casual,72,W,2011,N,workday,3,2,4.220000000000001,0.7915220000000005,0.775417,17.708636
2011-02-02,registered,1454,W,2011,N,workday,3,2,4.220000000000001,0.7915220000000005,0.775417,17.708636
2011-02-03,casual,61,W,2011,N,workday,4,1,0.7869790000000005,-4.260052,0.437826,18.609384
2011-02-03,registered,1489,W,2011,N,workday,4,1,0.7869790000000005,-4.260052,0.437826,18.609384
2011-02-04,casual,88,W,2011,N,workday,5,2,1.9312880000000003,-0.913257999999999,0.585217,8.565213
2011-02-04,registered,1620,W,2011,N,workday,5,2,1.9312880000000003,-0.913257999999999,0.585217,8.565213
2011-02-05,casual,100,W,2011,N,weekend,6,2,2.9666510000000006,0.041827999999998866,0.929167,10.792293
2011-02-05,registered,905,W,2011,N,weekend,6,2,2.9666510000000006,0.041827999999998866,0.929167,10.792293
2011-02-06,casual,354,W,2011,N,weekend,0,1,5.434151,3.2502860000000027,0.568333,9.5006
2011-02-06,registered,1269,W,2011,N,weekend,0,1,5.434151,3.2502860000000027,0.568333,9.5006
2011-02-07,casual,120,W,2011,N,workday,1,1,4.768348999999999,4.041428,0.738333,3.0423561
2011-02-07,registered,1592,W,2011,N,workday,1,1,4.768348999999999,4.041428,0.738333,3.0423561
2011-02-08,casual,64,W,2011,N,workday,2,1,2.3791510000000002,-2.9157639999999994,0.537917,24.25065
2011-02-08,registered,1466,W,2011,N,workday,2,1,2.3791510000000002,-2.9157639999999994,0.537917,24.25065
2011-02-09,casual,53,W,2011,N,workday,3,2,-1.6651990000000003,-6.477322000000001,0.494783,12.652213
2011-02-09,registered,1552,W,2011,N,workday,3,2,-1.6651990000000003,-6.477322000000001,0.494783,12.652213
2011-02-10,casual,47,W,2011,N,workday,4,1,-1.2156440000000002,-6.129832,0.437391,14.869645
2011-02-10,registered,1491,W,2011,N,workday,4,1,-1.2156440000000002,-6.129832,0.437391,14.869645
2011-02-11,casual,149,W,2011,N,workday,5,1,0.887277000000001,-1.9084059999999994,0.506364,7.272849999999999
2011-02-11,registered,1597,W,2011,N,workday,5,1,0.887277000000001,-1.9084059999999994,0.506364,7.272849999999999
2011-02-12,casual,288,W,2011,N,weekend,6,1,2.4574999999999996,-0.6250359999999997,0.544167,13.625589
2011-02-12,registered,1184,W,2011,N,weekend,6,1,2.4574999999999996,-0.6250359999999997,0.544167,13.625589
2011-02-13,casual,397,W,2011,N,weekend,0,1,6.876534000000001,5.391458,0.457391,17.479160999999998
2011-02-13,registered,1192,W,2011,N,weekend,0,1,6.876534000000001,5.391458,0.457391,17.479160999999998
2011-02-14,casual,208,W,2011,N,workday,1,1,11.504999999999999,10.2911,0.375833,27.999836
2011-02-14,registered,1705,W,2011,N,workday,1,1,11.504999999999999,10.2911,0.375833,27.999836
2011-02-15,casual,140,W,2011,N,workday,2,1,4.506089000000001,0.7820840000000011,0.314348,19.522058
2011-02-15,registered,1675,W,2011,N,workday,2,1,4.506089000000001,0.7820840000000011,0.314348,19.522058
2011-02-16,casual,218,W,2011,N,workday,3,1,6.958267000000001,4.869199999999999,0.423478,16.869996999999998
2011-02-16,registered,1897,W,2011,N,workday,3,1,6.958267000000001,4.869199999999999,0.423478,16.869996999999998
2011-02-17,casual,259,W,2011,N,workday,4,1,12.484151,12.291428,0.505,15.416968
2011-02-17,registered,2216,W,2011,N,workday,4,1,12.484151,12.291428,0.505,15.416968
2011-02-18,casual,579,W,2011,N,workday,5,1,16.518349,17.790878,0.516667,17.749975000000003
2011-02-18,registered,2348,W,2011,N,workday,5,1,16.518349,17.790878,0.516667,17.749975000000003
2011-02-19,casual,532,W,2011,N,weekend,6,1,10.760849,9.832663999999998,0.187917,34.000021
2011-02-19,registered,1103,W,2011,N,weekend,6,1,10.760849,9.832663999999998,0.187917,34.000021
2011-02-20,casual,639,W,2011,N,weekend,0,1,5.405199,2.3037799999999997,0.407826,14.956745
2011-02-20,registered,1173,W,2011,N,weekend,0,1,5.405199,2.3037799999999997,0.407826,14.956745
2011-02-21,casual,195,W,2011,Y,weekend,1,2,6.2566510000000015,2.7489500000000007,0.605,20.625682
2011-02-21,registered,912,W,2011,Y,weekend,1,2,6.2566510000000015,2.7489500000000007,0.605,20.625682
2011-02-22,casual,74,W,2011,N,workday,2,1,0.5644340000000003,-3.7218219999999995,0.577778,13.110761
2011-02-22,registered,1376,W,2011,N,workday,2,1,0.5644340000000003,-3.7218219999999995,0.577778,13.110761
2011-02-23,casual,139,W,2011,N,workday,3,1,2.4217329999999997,0.21732199999999935,0.423043,6.3055710000000005
2011-02-23,registered,1778,W,2011,N,workday,3,1,2.4217329999999997,0.21732199999999935,0.423043,6.3055710000000005
2011-02-24,casual,100,W,2011,N,workday,4,2,5.895644000000001,3.0866059999999997,0.697391,16.783231999999998
2011-02-24,registered,1707,W,2011,N,workday,4,2,5.895644000000001,3.0866059999999997,0.697391,16.783231999999998
2011-02-25,casual,120,W,2011,N,workday,5,2,9.124355999999999,7.130426,0.712174,23.218113
2011-02-25,registered,1341,W,2011,N,workday,5,2,9.124355999999999,7.130426,0.712174,23.218113
2011-02-26,casual,424,W,2011,N,weekend,6,1,5.277499999999998,2.6246720000000003,0.537917,12.500257
2011-02-26,registered,1545,W,2011,N,weekend,6,1,5.277499999999998,2.6246720000000003,0.537917,12.500257
2011-02-27,casual,694,W,2011,N,weekend,0,1,8.143466,7.173193999999999,0.68,8.391615999999999
2011-02-27,registered,1708,W,2011,N,weekend,0,1,8.143466,7.173193999999999,0.68,8.391615999999999
2011-02-28,casual,81,W,2011,N,workday,1,2,11.141831,10.407787999999996,0.876364,19.408962
2011-02-28,registered,1365,W,2011,N,workday,1,2,11.141831,10.407787999999996,0.876364,19.408962
2011-03-01,casual,137,W,2011,N,workday,2,1,4.533348999999999,1.416013999999997,0.535,14.500475
2011-03-01,registered,1714,W,2011,N,workday,2,1,4.533348999999999,1.416013999999997,0.535,14.500475
2011-03-02,casual,231,W,2011,N,workday,3,1,7.745000000000001,5.1246860000000005,0.449583,20.624811
2011-03-02,registered,1903,W,2011,N,workday,3,1,7.745000000000001,5.1246860000000005,0.449583,20.624811
2011-03-03,casual,123,W,2011,N,workday,4,1,1.321651000000001,-2.7912219999999994,0.318333,15.125518000000001
2011-03-03,registered,1562,W,2011,N,workday,4,1,1.321651000000001,-2.7912219999999994,0.318333,15.125518000000001
2011-03-04,casual,214,W,2011,N,workday,5,2,4.298349,0.8748140000000006,0.610417,13.624182
2011-03-04,registered,1730,W,2011,N,workday,5,2,4.298349,0.8748140000000006,0.610417,13.624182
2011-03-05,casual,640,W,2011,N,weekend,6,2,10.055848999999998,8.999413999999998,0.789167,16.875357
2011-03-05,registered,1437,W,2011,N,weekend,6,2,10.055848999999998,8.999413999999998,0.789167,16.875357
2011-03-06,casual,114,W,2011,N,weekend,0,2,9.696534,8.172632,0.948261,23.000229
2011-03-06,registered,491,W,2011,N,weekend,0,2,9.696534,8.172632,0.948261,23.000229
2011-03-07,casual,244,W,2011,N,workday,1,1,4.3017330000000005,-0.26157399999999953,0.551304,22.870584
2011-03-07,registered,1628,W,2011,N,workday,1,1,4.3017330000000005,-0.26157399999999953,0.551304,22.870584
2011-03-08,casual,316,W,2011,N,workday,2,1,5.747499999999999,3.958400000000001,0.420833,8.083549999999999
2011-03-08,registered,1817,W,2011,N,workday,2,1,5.747499999999999,3.958400000000001,0.420833,8.083549999999999
2011-03-09,casual,191,W,2011,N,workday,3,2,5.904151000000001,2.916127999999997,0.775417,14.750050000000002
2011-03-09,registered,1700,W,2011,N,workday,3,2,5.904151000000001,2.916127999999997,0.775417,14.750050000000002
2011-03-10,casual,46,W,2011,N,workday,4,3,10.287277,9.454088000000002,0,17.545759
2011-03-10,registered,577,W,2011,N,workday,4,3,10.287277,9.454088000000002,0,17.545759
2011-03-11,casual,247,W,2011,N,workday,5,2,6.876534000000001,4.129999999999999,0.649565,15.60899
2011-03-11,registered,1730,W,2011,N,workday,5,2,6.876534000000001,4.129999999999999,0.649565,15.60899
2011-03-12,casual,724,W,2011,N,weekend,6,1,7.470848999999999,5.499499999999998,0.594583,14.791924999999999
2011-03-12,registered,1408,W,2011,N,weekend,6,1,7.470848999999999,5.499499999999998,0.594583,14.791924999999999
2011-03-13,casual,982,W,2011,N,weekend,0,1,10.064356,9.086006000000001,0.527391,18.130468
2011-03-13,registered,1435,W,2011,N,weekend,0,1,10.064356,9.086006000000001,0.527391,18.130468
2011-03-14,casual,359,W,2011,N,workday,1,1,7.285198999999999,5.912000000000003,0.496957,9.174042
2011-03-14,registered,1687,W,2011,N,workday,1,1,7.285198999999999,5.912000000000003,0.496957,9.174042
2011-03-15,casual,289,W,2011,N,workday,2,2,6.917376999999998,4.999748,0.655652,12.348703
2011-03-15,registered,1767,W,2011,N,workday,2,2,6.917376999999998,4.999748,0.655652,12.348703
2011-03-16,casual,321,W,2011,N,workday,3,2,9.165199000000001,8.217379999999999,0.776522,13.608839
2011-03-16,registered,1871,W,2011,N,workday,3,2,9.165199000000001,8.217379999999999,0.776522,13.608839
2011-03-17,casual,424,W,2011,N,workday,4,1,11.504999999999999,11.081978,0.602917,14.041792999999998
2011-03-17,registered,2320,W,2011,N,workday,4,1,11.504999999999999,11.081978,0.602917,14.041792999999998
2011-03-18,casual,884,W,2011,N,workday,5,1,17.380000000000003,18.782593999999996,0.525217,15.478139
2011-03-18,registered,2355,W,2011,N,workday,5,1,17.380000000000003,18.782593999999996,0.525217,15.478139
2011-03-19,casual,1424,W,2011,N,weekend,6,1,14.2075,14.790650000000003,0.379167,24.667189
2011-03-19,registered,1693,W,2011,N,weekend,6,1,14.2075,14.790650000000003,0.379167,24.667189
2011-03-20,casual,1047,W,2011,N,weekend,0,1,7.627500000000001,5.499499999999998,0.47375,13.917307
2011-03-20,registered,1424,W,2011,N,weekend,0,1,7.627500000000001,5.499499999999998,0.47375,13.917307
2011-03-21,casual,401,S,2011,N,workday,1,2,12.230445,11.04251,0.737391,19.348461
2011-03-21,registered,1676,S,2011,N,workday,1,2,12.230445,11.04251,0.737391,19.348461
2011-03-22,casual,460,S,2011,N,workday,2,1,12.758348999999999,13.082372,0.624583,15.125250000000001
2011-03-22,registered,2243,S,2011,N,workday,2,1,12.758348999999999,13.082372,0.624583,15.125250000000001
2011-03-23,casual,203,S,2011,N,workday,3,2,8.306979000000002,6.303974,0.839565,15.695487
2011-03-23,registered,1918,S,2011,N,workday,3,2,8.306979000000002,6.303974,0.839565,15.695487
2011-03-24,casual,166,S,2011,N,workday,4,2,5.395,1.8749779999999987,0.805833,16.333729
2011-03-24,registered,1699,S,2011,N,workday,4,2,5.395,1.8749779999999987,0.805833,16.333729
2011-03-25,casual,300,S,2011,N,workday,5,1,4.415849,0.9165919999999979,0.495,15.458575000000002
2011-03-25,registered,1910,S,2011,N,workday,5,1,4.415849,0.9165919999999979,0.495,15.458575000000002
2011-03-26,casual,981,S,2011,N,weekend,6,1,4.494150999999999,0.9996860000000005,0.394167,14.041257
2011-03-26,registered,1515,S,2011,N,weekend,6,1,4.494150999999999,0.9996860000000005,0.394167,14.041257
2011-03-27,casual,472,S,2011,N,weekend,0,2,3.893021000000001,0.5223739999999992,0.493913,12.348099999999999
2011-03-27,registered,1221,S,2011,N,weekend,0,2,3.893021000000001,0.5223739999999992,0.493913,12.348099999999999
2011-03-28,casual,222,S,2011,N,workday,1,1,4.424356000000001,0.9998840000000015,0.302174,14.217668
2011-03-28,registered,1806,S,2011,N,workday,1,1,4.424356000000001,0.9998840000000015,0.302174,14.217668
2011-03-29,casual,317,S,2011,N,workday,2,1,6.217499999999999,3.3319280000000013,0.314167,15.208732
2011-03-29,registered,2108,S,2011,N,workday,2,1,6.217499999999999,3.3319280000000013,0.314167,15.208732
2011-03-30,casual,168,S,2011,N,workday,3,2,6.1,3.6250999999999998,0.646667,11.583495999999998
2011-03-30,registered,1368,S,2011,N,workday,3,2,6.1,3.6250999999999998,0.646667,11.583495999999998
2011-03-31,casual,179,S,2011,N,workday,4,3,4.611651,0.9999499999999983,0.918333,14.582282000000001
2011-03-31,registered,1506,S,2011,N,workday,4,3,4.611651,0.9999499999999983,0.918333,14.582282000000001
2011-04-01,casual,307,S,2011,N,workday,5,2,6.1,2.7079640000000005,0.68625,17.333436
2011-04-01,registered,1920,S,2011,N,workday,5,2,6.1,2.7079640000000005,0.68625,17.333436
2011-04-02,casual,898,S,2011,N,weekend,6,2,6.805,4.832042000000001,0.65375,13.208782
2011-04-02,registered,1354,S,2011,N,weekend,6,2,6.805,4.832042000000001,0.65375,13.208782
2011-04-03,casual,1651,S,2011,N,weekend,0,1,9.781651,8.998622000000001,0.48,12.208271000000002
2011-04-03,registered,1598,S,2011,N,weekend,0,1,9.781651,8.998622000000001,0.48,12.208271000000002
2011-04-04,casual,734,S,2011,N,workday,1,1,18.946651,19.833314,0.42625,25.833257
2011-04-04,registered,2381,S,2011,N,workday,1,1,18.946651,19.833314,0.42625,25.833257
2011-04-05,casual,167,S,2011,N,workday,2,2,11.465848999999999,10.2911,0.642083,26.000488999999998
2011-04-05,registered,1628,S,2011,N,workday,2,2,11.465848999999999,10.2911,0.642083,26.000488999999998
2011-04-06,casual,413,S,2011,N,workday,3,1,10.369150999999999,9.582128,0.470833,17.625221
2011-04-06,registered,2395,S,2011,N,workday,3,1,10.369150999999999,9.582128,0.470833,17.625221
2011-04-07,casual,571,S,2011,N,workday,4,1,12.5625,12.623936,0.602917,10.874904
2011-04-07,registered,2570,S,2011,N,workday,4,1,12.5625,12.623936,0.602917,10.874904
2011-04-08,casual,172,S,2011,N,workday,5,2,7.784151,5.4156140000000015,0.83625,15.208464
2011-04-08,registered,1299,S,2011,N,workday,5,2,7.784151,5.4156140000000015,0.83625,15.208464
2011-04-09,casual,879,S,2011,N,weekend,6,2,8.0975,6.540914000000001,0.8775,8.916561
2011-04-09,registered,1576,S,2011,N,weekend,6,2,8.0975,6.540914000000001,0.8775,8.916561
2011-04-10,casual,1188,S,2011,N,weekend,0,2,12.053349,12.164641999999997,0.8575,9.833389
2011-04-10,registered,1707,S,2011,N,weekend,0,2,12.053349,12.164641999999997,0.8575,9.833389
2011-04-11,casual,855,S,2011,N,workday,1,2,19.995644,21.304322,0.716956,21.739758
2011-04-11,registered,2493,S,2011,N,workday,1,2,19.995644,21.304322,0.716956,21.739758
2011-04-12,casual,257,S,2011,N,workday,2,2,15.617499999999996,16.541564,0.739167,18.416892999999998
2011-04-12,registered,1777,S,2011,N,workday,2,2,15.617499999999996,16.541564,0.739167,18.416892999999998
2011-04-13,casual,209,S,2011,N,workday,3,2,11.3875,11.540678,0.819167,16.791338999999997
2011-04-13,registered,1953,S,2011,N,workday,3,2,11.3875,11.540678,0.819167,16.791338999999997
2011-04-14,casual,529,S,2011,N,workday,4,1,13.9725,14.540972,0.540417,7.4169
2011-04-14,registered,2738,S,2011,N,workday,4,1,13.9725,14.540972,0.540417,7.4169
2011-04-15,casual,642,S,2011,Y,weekend,5,1,12.993348999999998,13.166258,0.67125,15.167124999999999
2011-04-15,registered,2484,S,2011,Y,weekend,5,1,12.993348999999998,13.166258,0.67125,15.167124999999999
2011-04-16,casual,121,S,2011,N,weekend,6,3,12.249151000000001,12.082472,0.888333,22.834136
2011-04-16,registered,674,S,2011,N,weekend,6,3,12.249151000000001,12.082472,0.888333,22.834136
2011-04-17,casual,1558,S,2011,N,weekend,0,1,13.463349000000001,13.415935999999999,0.479583,20.334232
2011-04-17,registered,2186,S,2011,N,weekend,0,1,13.463349000000001,13.415935999999999,0.479583,20.334232
2011-04-18,casual,669,S,2011,N,workday,1,1,16.0875,17.207636,0.5425,10.958988999999999
2011-04-18,registered,2760,S,2011,N,workday,1,1,16.0875,17.207636,0.5425,10.958988999999999
2011-04-19,casual,409,S,2011,N,workday,2,2,15.774151,16.291028000000004,0.665833,10.584057
2011-04-19,registered,2795,S,2011,N,workday,2,2,15.774151,16.291028000000004,0.665833,10.584057
2011-04-20,casual,613,S,2011,N,workday,3,1,19.965,21.249872000000003,0.614167,16.208975
2011-04-20,registered,3331,S,2011,N,workday,3,1,19.965,21.249872000000003,0.614167,16.208975
2011-04-21,casual,745,S,2011,N,workday,4,1,13.580849,13.956872,0.407083,21.792286
2011-04-21,registered,3444,S,2011,N,workday,4,1,13.580849,13.956872,0.407083,21.792286
2011-04-22,casual,177,S,2011,N,workday,5,2,7.823349,5.248964000000001,0.729583,14.707906999999999
2011-04-22,registered,1506,S,2011,N,workday,5,2,7.823349,5.248964000000001,0.729583,14.707906999999999
2011-04-23,casual,1462,S,2011,N,weekend,6,2,13.620000000000001,13.707985999999998,0.887917,15.458575000000002
2011-04-23,registered,2574,S,2011,N,weekend,6,2,13.620000000000001,13.707985999999998,0.887917,15.458575000000002
2011-04-24,casual,1710,S,2011,N,weekend,0,2,19.338349,20.416358000000002,0.810833,12.875725000000001
2011-04-24,registered,2481,S,2011,N,weekend,0,2,19.338349,20.416358000000002,0.810833,12.875725000000001
2011-04-25,casual,773,S,2011,N,workday,1,1,20.513348999999998,21.917,0.776667,12.417311
2011-04-25,registered,3300,S,2011,N,workday,1,1,20.513348999999998,21.917,0.776667,12.417311
2011-04-26,casual,678,S,2011,N,workday,2,1,21.688349,23.209478000000004,0.729167,21.875500000000002
2011-04-26,registered,3722,S,2011,N,workday,2,1,21.688349,23.209478000000004,0.729167,21.875500000000002
2011-04-27,casual,547,S,2011,N,workday,3,2,21.14,21.959372000000002,0.835417,20.917399999999997
2011-04-27,registered,3325,S,2011,N,workday,3,2,21.14,21.959372000000002,0.835417,20.917399999999997
2011-04-28,casual,569,S,2011,N,workday,4,2,21.0225,22.209314,0.700833,21.500836000000003
2011-04-28,registered,3489,S,2011,N,workday,4,2,21.0225,22.209314,0.700833,21.500836000000003
2011-04-29,casual,878,S,2011,N,workday,5,1,15.969999999999999,16.832558,0.457083,16.084221
2011-04-29,registered,3717,S,2011,N,workday,5,1,15.969999999999999,16.832558,0.457083,16.084221
2011-04-30,casual,1965,S,2011,N,weekend,6,1,14.2075,14.625386000000002,0.503333,15.750025
2011-04-30,registered,3347,S,2011,N,weekend,6,1,14.2075,14.625386000000002,0.503333,15.750025
2011-05-01,casual,1138,S,2011,N,weekend,0,2,13.228348999999998,13.581464,0.762083,7.125718
2011-05-01,registered,2213,S,2011,N,weekend,0,2,13.228348999999998,13.581464,0.762083,7.125718
2011-05-02,casual,847,S,2011,N,workday,1,2,17.810848999999997,19.166978,0.73,12.291418
2011-05-02,registered,3554,S,2011,N,workday,1,2,17.810848999999997,19.166978,0.73,12.291418
2011-05-03,casual,603,S,2011,N,workday,2,2,20.983348999999997,22.417214,0.697083,22.958689
2011-05-03,registered,3848,S,2011,N,workday,2,2,20.983348999999997,22.417214,0.697083,22.958689
2011-05-04,casual,255,S,2011,N,workday,3,2,11.465848999999999,10.706900000000001,0.737083,22.042732
2011-05-04,registered,2378,S,2011,N,workday,3,2,11.465848999999999,10.706900000000001,0.737083,22.042732
2011-05-05,casual,614,S,2011,N,workday,4,1,13.580849,13.166522,0.444167,19.791263999999998
2011-05-05,registered,3819,S,2011,N,workday,4,1,13.580849,13.166522,0.444167,19.791263999999998
2011-05-06,casual,894,S,2011,N,workday,5,1,14.520849000000002,15.291722,0.59,15.292482
2011-05-06,registered,3714,S,2011,N,workday,5,1,14.520849000000002,15.291722,0.59,15.292482
2011-05-07,casual,1612,S,2011,N,weekend,6,1,16.44,17.832986,0.54125,10.750150000000001
2011-05-07,registered,3102,S,2011,N,weekend,6,1,16.44,17.832986,0.54125,10.750150000000001
2011-05-08,casual,1401,S,2011,N,weekend,0,1,16.831651,18.249578,0.631667,5.0007125
2011-05-08,registered,2932,S,2011,N,weekend,0,1,16.831651,18.249578,0.631667,5.0007125
2011-05-09,casual,664,S,2011,N,workday,1,1,17.0275,18.666235999999998,0.58875,11.792
2011-05-09,registered,3698,S,2011,N,workday,1,1,17.0275,18.666235999999998,0.58875,11.792
2011-05-10,casual,694,S,2011,N,workday,2,1,17.0275,18.499586,0.489167,7.749956999999999
2011-05-10,registered,4109,S,2011,N,workday,2,1,17.0275,18.499586,0.489167,7.749956999999999
2011-05-11,casual,550,S,2011,N,workday,3,1,17.4975,18.8744,0.632917,8.083014
2011-05-11,registered,3632,S,2011,N,workday,3,1,17.4975,18.8744,0.632917,8.083014
2011-05-12,casual,695,S,2011,N,workday,4,1,17.145000000000003,18.541958,0.7475,12.707689
2011-05-12,registered,4169,S,2011,N,workday,4,1,17.145000000000003,18.541958,0.7475,12.707689
2011-05-13,casual,692,S,2011,N,workday,5,2,16.0875,16.623800000000003,0.863333,12.041575
2011-05-13,registered,3413,S,2011,N,workday,5,2,16.0875,16.623800000000003,0.863333,12.041575
